fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
1186,person,0.829,6,2,235,124,517,No,,,,,,
1186,car,0.567,3,1428,324,1513,381,No,,,,,,
1186,car,0.465,4,1384,326,1436,361,No,,,,,,
1186,car,0.520,5,1359,324,1396,357,No,,,,,,
1186,car,0.420,2,1387,324,1446,370,No,,,,,,
1187,person,0.849,6,8,235,122,513,No,,,,,,
1187,car,0.565,3,1428,324,1513,381,No,,,,,,
1187,car,0.467,4,1385,326,1435,361,No,,,,,,
1187,car,0.527,5,1359,324,1395,357,No,,,,,,
1187,car,0.424,2,1387,324,1446,370,No,,,,,,
1188,person,0.770,6,20,236,127,508,No,,,,,,
1188,car,0.561,3,1428,324,1512,381,No,,,,,,
1188,car,0.467,4,1385,326,1435,361,No,,,,,,
1188,car,0.565,1,1267,318,1345,349,No,,,,,,
1188,car,0.536,5,1359,324,1395,357,No,,,,,,
1188,car,0.420,2,1387,324,1446,370,No,,,,,,
1189,person,0.799,6,31,237,135,506,No,,,,,,
1189,car,0.517,3,1428,324,1513,381,No,,,,,,
1189,car,0.478,4,1385,325,1434,361,No,,,,,,
1189,car,0.542,1,1265,318,1345,349,No,,,,,,
1189,car,0.569,5,1361,323,1396,357,No,,,,,,
1189,car,0.451,2,1387,324,1448,370,No,,,,,,
1190,person,0.834,6,42,238,142,506,No,,,,,,
1190,car,0.538,3,1428,324,1513,381,No,,,,,,
1190,car,0.471,4,1385,325,1435,361,No,,,,,,
1190,car,0.581,1,1267,319,1344,349,No,,,,,,
1190,car,0.559,5,1361,323,1396,357,No,,,,,,
1190,car,0.438,2,1388,324,1449,370,No,,,,,,
1191,person,0.824,6,51,237,148,505,No,,,,,,
1191,car,0.519,3,1428,325,1513,381,No,,,,,,
1191,car,0.465,4,1385,325,1435,361,No,,,,,,
1191,car,0.541,1,1269,319,1344,349,No,,,,,,
1191,car,0.562,5,1363,323,1396,357,No,,,,,,
1191,car,0.444,2,1388,324,1449,370,No,,,,,,
1192,person,0.832,6,56,236,153,505,No,,,,,,
1192,car,0.522,3,1428,325,1514,381,No,,,,,,
1192,car,0.467,4,1385,325,1435,361,No,,,,,,
1192,car,0.539,1,1268,319,1344,349,No,,,,,,
1192,car,0.548,5,1365,323,1396,357,No,,,,,,
1192,car,0.433,2,1388,324,1449,370,No,,,,,,
1193,person,0.810,6,61,237,165,505,No,,,,,,
1193,car,0.529,3,1428,325,1514,381,No,,,,,,
1193,car,0.477,4,1385,324,1434,361,No,,,,,,
1193,car,0.541,1,1267,319,1345,348,No,,,,,,
1193,car,0.555,5,1365,323,1396,357,No,,,,,,
1193,car,0.435,2,1388,324,1447,370,No,,,,,,
1193,car,0.335,7,1454,324,1513,382,No,,,,,,
1194,person,0.821,6,60,240,176,503,No,,,,,,
1194,car,0.518,3,1428,325,1514,381,No,,,,,,
1194,car,0.468,4,1385,325,1435,361,No,,,,,,
1194,car,0.460,1,1275,320,1345,348,No,,,,,,
1194,car,0.541,5,1365,323,1397,357,No,,,,,,
1194,car,0.424,2,1388,324,1449,370,No,,,,,,
1194,car,0.330,7,1456,325,1514,382,No,,,,,,
1195,person,0.851,6,59,240,181,501,No,,,,,,
1195,car,0.523,3,1428,325,1514,381,No,,,,,,
1195,car,0.474,4,1385,325,1434,361,No,,,,,,
1195,car,0.451,1,1281,320,1345,349,No,,,,,,
1195,car,0.533,5,1366,323,1396,357,No,,,,,,
1195,car,0.419,2,1388,324,1448,370,No,,,,,,
1195,car,0.345,7,1458,325,1514,382,No,,,,,,
1196,person,0.785,6,62,242,184,503,No,,,,,,
1196,car,0.526,3,1428,325,1514,381,No,,,,,,
1196,car,0.470,4,1385,325,1435,361,No,,,,,,
1196,car,0.515,1,1282,320,1345,349,No,,,,,,
1196,car,0.547,5,1365,323,1396,357,No,,,,,,
1196,car,0.417,2,1387,324,1448,370,No,,,,,,
1196,car,0.349,7,1457,325,1514,382,No,,,,,,
1197,person,0.785,6,67,243,190,501,No,,,,,,
1197,car,0.522,3,1428,325,1514,381,No,,,,,,
1197,car,0.468,4,1385,325,1435,361,No,,,,,,
1197,car,0.493,1,1283,320,1345,349,No,,,,,,
1197,car,0.543,5,1364,323,1396,357,No,,,,,,
1197,car,0.423,2,1387,324,1448,371,No,,,,,,
1197,car,0.345,7,1455,325,1514,382,No,,,,,,
1198,person,0.842,6,72,246,198,500,No,,,,,,
1198,car,0.519,3,1428,325,1514,381,No,,,,,,
1198,car,0.470,4,1385,325,1435,361,No,,,,,,
1198,car,0.448,1,1289,320,1345,350,No,,,,,,
1198,car,0.530,5,1365,323,1397,357,No,,,,,,
1198,car,0.413,2,1388,324,1447,371,No,,,,,,
1198,car,0.356,7,1458,325,1513,382,No,,,,,,
1199,person,0.875,6,79,245,205,500,No,,,,,,
1199,car,0.504,3,1429,325,1514,381,No,,,,,,
1199,car,0.472,4,1385,325,1435,361,No,,,,,,
1199,car,0.541,5,1365,323,1397,357,No,,,,,,
1199,car,0.421,2,1388,324,1447,371,No,,,,,,
1199,car,0.347,7,1461,325,1514,382,No,,,,,,
1199,car,0.589,8,1160,317,1214,352,No,,,,,,
1200,person,0.861,6,88,243,207,501,No,,,,,,
1200,car,0.496,3,1428,325,1514,381,No,,,,,,
1200,car,0.468,4,1385,325,1435,361,No,,,,,,
1200,car,0.473,1,1296,320,1344,351,No,,,,,,
1200,car,0.536,5,1364,323,1397,357,No,,,,,,
1200,car,0.420,2,1388,324,1448,371,No,,,,,,
1200,car,0.338,7,1462,325,1514,382,No,,,,,,
1200,car,0.570,8,1160,318,1212,353,No,,,,,,
1201,person,0.811,6,101,242,207,498,No,,,,,,
1201,car,0.492,3,1428,325,1514,381,No,,,,,,
1201,car,0.521,4,1385,325,1434,361,No,,,,,,
1201,car,0.477,1,1300,320,1345,350,No,,,,,,
1201,car,0.559,5,1364,323,1396,357,No,,,,,,
1201,car,0.428,2,1387,324,1446,370,No,,,,,,
1201,car,0.298,7,1465,324,1513,381,No,,,,,,
1201,car,0.633,8,1160,317,1213,353,No,,,,,,
1202,person,0.856,6,108,240,208,496,No,,,,,,
1202,car,0.502,3,1428,325,1513,381,No,,,,,,
1202,car,0.503,4,1384,325,1434,361,No,,,,,,
1202,car,0.454,1,1300,320,1345,350,No,,,,,,
1202,car,0.558,5,1363,323,1396,357,No,,,,,,
1202,car,0.416,2,1387,324,1448,370,No,,,,,,
1202,car,0.302,7,1465,324,1513,381,No,,,,,,
1202,car,0.609,8,1159,316,1213,353,No,,,,,,
1203,person,0.837,6,115,240,210,496,No,,,,,,
1203,car,0.491,3,1427,324,1513,381,No,,,,,,
1203,car,0.516,4,1384,325,1433,361,No,,,,,,
1203,car,0.454,1,1301,320,1345,350,No,,,,,,
1203,car,0.556,5,1363,323,1396,357,No,,,,,,
1203,car,0.420,2,1387,324,1447,370,No,,,,,,
1203,car,0.304,7,1467,324,1513,381,No,,,,,,
1203,car,0.629,8,1158,316,1213,353,No,,,,,,
1204,person,0.833,6,122,239,214,498,No,,,,,,
1204,car,0.490,3,1428,324,1513,381,No,,,,,,
1204,car,0.515,4,1384,325,1433,361,No,,,,,,
1204,car,0.444,1,1301,320,1345,350,No,,,,,,
1204,car,0.556,5,1363,323,1396,357,No,,,,,,
1204,car,0.421,2,1387,323,1447,370,No,,,,,,
1204,car,0.391,7,1457,324,1513,381,No,,,,,,
1204,car,0.689,8,1157,316,1213,353,No,,,,,,
1205,person,0.834,6,124,238,224,499,No,,,,,,
1205,car,0.461,3,1428,324,1513,381,No,,,,,,
1205,car,0.523,4,1385,325,1433,361,No,,,,,,
1205,car,0.457,1,1302,320,1345,350,No,,,,,,
1205,car,0.569,5,1363,323,1396,357,No,,,,,,
1205,car,0.440,2,1387,323,1446,370,No,,,,,,
1205,car,0.397,7,1458,324,1513,381,No,,,,,,
1205,car,0.693,8,1156,315,1213,353,No,,,,,,
1206,person,0.797,6,126,239,228,498,No,,,,,,
1206,car,0.461,3,1428,325,1513,381,No,,,,,,
1206,car,0.523,4,1385,324,1433,361,No,,,,,,
1206,car,0.456,1,1302,320,1345,350,No,,,,,,
1206,car,0.574,5,1363,323,1396,357,No,,,,,,
1206,car,0.442,2,1388,323,1446,370,No,,,,,,
1206,car,0.402,7,1458,324,1513,381,No,,,,,,
1206,car,0.690,8,1156,315,1213,354,No,,,,,,
1207,person,0.834,6,129,239,236,497,No,,,,,,
1207,car,0.470,3,1428,325,1513,381,No,,,,,,
1207,car,0.521,4,1385,325,1433,361,No,,,,,,
1207,car,0.429,1,1303,320,1345,349,No,,,,,,
1207,car,0.570,5,1364,323,1396,357,No,,,,,,
1207,car,0.441,2,1388,324,1446,370,No,,,,,,
1207,car,0.412,7,1457,324,1513,381,No,,,,,,
1208,person,0.843,6,133,239,241,496,No,,,,,,
1208,car,0.465,3,1428,325,1513,381,No,,,,,,
1208,car,0.524,4,1385,325,1433,361,No,,,,,,
1208,car,0.433,1,1303,320,1345,349,No,,,,,,
1208,car,0.570,5,1364,323,1396,357,No,,,,,,
1208,car,0.441,2,1387,324,1446,370,No,,,,,,
1208,car,0.419,7,1458,324,1513,381,No,,,,,,
1209,person,0.848,6,139,240,244,493,No,,,,,,
1209,car,0.471,3,1428,325,1513,381,No,,,,,,
1209,car,0.518,4,1385,325,1433,361,No,,,,,,
1209,car,0.446,1,1303,320,1344,349,No,,,,,,
1209,car,0.572,5,1364,323,1396,357,No,,,,,,
1209,car,0.437,2,1388,324,1446,370,No,,,,,,
1209,car,0.408,7,1456,324,1512,381,No,,,,,,
1210,person,0.847,6,148,243,246,493,No,,,,,,
1210,car,0.469,3,1428,325,1513,381,No,,,,,,
1210,car,0.516,4,1385,325,1433,361,No,,,,,,
1210,car,0.464,1,1303,320,1345,349,No,,,,,,
1210,car,0.562,5,1364,323,1396,357,No,,,,,,
1210,car,0.432,2,1388,324,1446,370,No,,,,,,
1210,car,0.409,7,1457,324,1512,381,No,,,,,,
1211,person,0.843,6,153,245,244,495,No,,,,,,
1211,car,0.473,3,1428,325,1514,381,No,,,,,,
1211,car,0.518,4,1385,325,1433,361,No,,,,,,
1211,car,0.463,1,1303,320,1345,349,No,,,,,,
1211,car,0.561,5,1365,323,1396,357,No,,,,,,
1211,car,0.439,2,1388,324,1446,370,No,,,,,,
1211,car,0.664,8,1153,313,1213,355,No,,,,,,
1212,person,0.836,6,157,245,244,495,No,,,,,,
1212,car,0.466,3,1429,325,1514,381,No,,,,,,
1212,car,0.529,4,1385,325,1433,361,No,,,,,,
1212,car,0.462,1,1303,320,1345,349,No,,,,,,
1212,car,0.568,5,1364,323,1396,357,No,,,,,,
1212,car,0.452,2,1387,324,1445,369,No,,,,,,
1212,car,0.420,7,1460,324,1513,381,No,,,,,,
1212,car,0.688,8,1152,313,1214,356,No,,,,,,
1213,person,0.839,6,162,246,247,494,No,,,,,,
1213,car,0.435,3,1428,325,1514,380,No,,,,,,
1213,car,0.526,4,1385,325,1433,361,No,,,,,,
1213,car,0.473,1,1303,320,1345,349,No,,,,,,
1213,car,0.572,5,1363,323,1396,357,No,,,,,,
1213,car,0.450,2,1387,324,1445,370,No,,,,,,
1213,car,0.433,7,1463,324,1513,381,No,,,,,,
1214,person,0.828,6,167,245,251,493,No,,,,,,
1214,car,0.421,3,1429,325,1514,380,No,,,,,,
1214,car,0.526,4,1385,325,1434,361,No,,,,,,
1214,car,0.474,1,1303,320,1345,349,No,,,,,,
1214,car,0.562,5,1363,323,1396,357,No,,,,,,
1214,car,0.461,2,1387,324,1445,370,No,,,,,,
1214,car,0.455,7,1466,324,1513,380,No,,,,,,
1215,person,0.812,6,175,246,255,491,No,,,,,,
1215,car,0.415,3,1429,324,1510,380,No,,,,,,
1215,car,0.516,4,1385,325,1434,361,No,,,,,,
1215,car,0.477,1,1303,319,1345,349,No,,,,,,
1215,car,0.562,5,1360,323,1396,357,No,,,,,,
1215,car,0.445,2,1387,324,1445,370,No,,,,,,
1215,car,0.467,7,1467,324,1513,380,No,,,,,,
1215,car,0.705,8,1150,313,1214,357,No,,,,,,
1216,person,0.819,6,181,244,260,490,No,,,,,,
1216,car,0.416,3,1429,324,1507,379,No,,,,,,
1216,car,0.511,4,1385,325,1434,361,No,,,,,,
1216,car,0.480,1,1303,319,1346,349,No,,,,,,
1216,car,0.563,5,1360,323,1396,357,No,,,,,,
1216,car,0.441,2,1387,324,1444,370,No,,,,,,
1216,car,0.478,7,1468,324,1513,380,No,,,,,,
1217,person,0.791,6,184,244,268,488,No,,,,,,
1217,car,0.411,3,1429,323,1507,379,No,,,,,,
1217,car,0.515,4,1385,325,1434,361,No,,,,,,
1217,car,0.482,1,1303,319,1345,349,No,,,,,,
1217,car,0.557,5,1359,323,1396,357,No,,,,,,
1217,car,0.438,2,1387,324,1444,370,No,,,,,,
1217,car,0.473,7,1468,324,1513,380,No,,,,,,
1218,person,0.829,6,187,245,273,487,No,,,,,,
1218,car,0.397,3,1428,323,1504,379,No,,,,,,
1218,car,0.507,4,1385,325,1434,361,No,,,,,,
1218,car,0.482,1,1303,319,1345,348,No,,,,,,
1218,car,0.562,5,1358,323,1396,357,No,,,,,,
1218,car,0.426,2,1387,324,1445,370,No,,,,,,
1218,car,0.469,7,1469,324,1513,380,No,,,,,,
1218,car,0.693,8,1148,313,1215,358,No,,,,,,
1219,person,0.781,6,185,248,279,486,No,,,,,,
1219,car,0.424,3,1428,323,1508,379,No,,,,,,
1219,car,0.497,4,1385,325,1434,361,No,,,,,,
1219,car,0.480,1,1303,319,1345,348,No,,,,,,
1219,car,0.556,5,1359,323,1396,357,No,,,,,,
1219,car,0.417,2,1387,324,1445,370,No,,,,,,
1219,car,0.429,7,1467,324,1513,381,No,,,,,,
1220,person,0.820,6,183,249,285,484,No,,,,,,
1220,car,0.424,3,1428,323,1509,379,No,,,,,,
1220,car,0.495,4,1384,325,1433,361,No,,,,,,
1220,car,0.484,1,1303,319,1345,348,No,,,,,,
1220,car,0.555,5,1358,323,1396,357,No,,,,,,
1220,car,0.406,2,1387,324,1444,370,No,,,,,,
1220,car,0.418,7,1466,324,1513,381,No,,,,,,
1220,car,0.682,8,1147,312,1215,354,No,,,,,,
1221,person,0.825,6,182,249,292,481,No,,,,,,
1221,car,0.452,3,1427,323,1512,380,No,,,,,,
1221,car,0.496,4,1384,325,1434,361,No,,,,,,
1221,car,0.484,1,1303,319,1345,348,No,,,,,,
1221,car,0.564,5,1359,323,1396,357,No,,,,,,
1221,car,0.408,2,1387,324,1444,370,No,,,,,,
1221,car,0.433,7,1463,324,1513,381,No,,,,,,
1221,car,0.738,8,1147,312,1214,355,No,,,,,,
1222,person,0.759,6,186,250,297,480,No,,,,,,
1222,car,0.423,3,1427,324,1513,380,No,,,,,,
1222,car,0.494,4,1384,325,1434,361,No,,,,,,
1222,car,0.476,1,1303,319,1345,348,No,,,,,,
1222,car,0.561,5,1359,323,1396,357,No,,,,,,
1222,car,0.419,2,1387,324,1445,370,No,,,,,,
1222,car,0.479,7,1466,324,1513,381,No,,,,,,
1223,person,0.762,6,190,249,303,481,No,,,,,,
1223,car,0.409,3,1428,324,1513,380,No,,,,,,
1223,car,0.500,4,1384,325,1433,361,No,,,,,,
1223,car,0.485,1,1303,319,1345,348,No,,,,,,
1223,car,0.561,5,1359,323,1396,357,No,,,,,,
1223,car,0.425,2,1387,324,1444,370,No,,,,,,
1223,car,0.500,7,1468,324,1513,380,No,,,,,,
1224,person,0.825,6,196,247,310,482,No,,,,,,
1224,car,0.413,3,1427,324,1513,380,No,,,,,,
1224,car,0.499,4,1384,325,1434,361,No,,,,,,
1224,car,0.482,1,1303,319,1345,348,No,,,,,,
1224,car,0.569,5,1358,323,1396,357,No,,,,,,
1224,car,0.424,2,1387,324,1445,370,No,,,,,,
1224,car,0.485,7,1468,324,1513,380,No,,,,,,
1225,person,0.817,6,199,248,313,483,No,,,,,,
1225,car,0.412,3,1428,323,1505,379,No,,,,,,
1225,car,0.499,4,1385,325,1435,361,No,,,,,,
1225,car,0.492,1,1303,319,1345,348,No,,,,,,
1225,car,0.573,5,1359,323,1396,357,No,,,,,,
1225,car,0.423,2,1387,323,1445,370,No,,,,,,
1225,car,0.501,7,1469,324,1513,380,No,,,,,,
1226,person,0.829,6,206,249,313,483,No,,,,,,
1226,car,0.419,3,1429,323,1506,379,No,,,,,,
1226,car,0.494,4,1385,325,1435,361,No,,,,,,
1226,car,0.497,1,1303,318,1345,348,No,,,,,,
1226,car,0.570,5,1360,323,1396,357,No,,,,,,
1226,car,0.406,2,1388,323,1445,370,No,,,,,,
1226,car,0.474,7,1468,323,1513,380,No,,,,,,
1227,person,0.830,6,212,249,312,481,No,,,,,,
1227,car,0.435,3,1429,323,1508,379,No,,,,,,
1227,car,0.494,4,1386,325,1435,361,No,,,,,,
1227,car,0.489,1,1303,319,1344,348,No,,,,,,
1227,car,0.572,5,1360,323,1396,357,No,,,,,,
1227,car,0.408,2,1388,323,1444,370,No,,,,,,
1227,car,0.469,7,1467,323,1513,380,No,,,,,,
1227,car,0.715,8,1142,309,1212,361,No,,,,,,
1228,person,0.841,6,216,247,311,478,No,,,,,,
1228,car,0.439,3,1429,323,1509,379,No,,,,,,
1228,car,0.497,4,1386,325,1435,361,No,,,,,,
1228,car,0.495,1,1303,319,1345,348,No,,,,,,
1228,car,0.578,5,1360,323,1396,357,No,,,,,,
1228,car,0.414,2,1388,323,1444,370,No,,,,,,
1228,car,0.474,7,1467,323,1513,380,No,,,,,,
1229,person,0.808,6,220,245,311,477,No,,,,,,
1229,car,0.435,3,1429,323,1509,379,No,,,,,,
1229,car,0.488,4,1385,325,1436,361,No,,,,,,
1229,car,0.478,1,1303,319,1345,348,No,,,,,,
1229,car,0.555,5,1361,323,1396,357,No,,,,,,
1229,car,0.405,2,1387,323,1444,370,No,,,,,,
1229,car,0.467,7,1465,323,1513,380,No,,,,,,
1229,car,0.730,8,1141,310,1212,363,No,,,,,,
1230,person,0.772,6,225,247,312,477,No,,,,,,
1230,car,0.437,3,1429,323,1509,379,No,,,,,,
1230,car,0.489,4,1385,325,1436,361,No,,,,,,
1230,car,0.484,1,1303,319,1345,348,No,,,,,,
1230,car,0.569,5,1361,323,1396,356,No,,,,,,
1230,car,0.404,2,1387,323,1445,370,No,,,,,,
1230,car,0.446,7,1465,323,1513,380,No,,,,,,
1230,car,0.722,8,1140,310,1212,363,No,,,,,,
1231,person,0.770,6,230,246,316,476,No,,,,,,
1231,car,0.431,3,1429,323,1509,379,No,,,,,,
1231,car,0.504,4,1386,325,1435,361,No,,,,,,
1231,car,0.483,1,1302,319,1345,348,No,,,,,,
1231,car,0.579,5,1361,323,1396,357,No,,,,,,
1231,car,0.416,2,1387,323,1445,370,No,,,,,,
1231,car,0.457,7,1465,323,1513,380,No,,,,,,
1231,car,0.711,8,1139,310,1212,364,No,,,,,,
1232,person,0.763,6,235,246,319,476,No,,,,,,
1232,car,0.449,3,1428,323,1510,379,No,,,,,,
1232,car,0.498,4,1386,325,1435,361,No,,,,,,
1232,car,0.457,1,1302,319,1345,348,No,,,,,,
1232,car,0.561,5,1362,323,1396,356,No,,,,,,
1232,car,0.405,2,1387,323,1445,370,No,,,,,,
1232,car,0.449,7,1463,323,1513,380,No,,,,,,
1232,car,0.732,8,1137,310,1212,366,No,,,,,,
1233,person,0.781,6,238,246,324,476,No,,,,,,
1233,car,0.453,3,1428,323,1510,379,No,,,,,,
1233,car,0.496,4,1386,325,1435,361,No,,,,,,
1233,car,0.458,1,1303,319,1345,348,No,,,,,,
1233,car,0.577,5,1362,323,1396,357,No,,,,,,
1233,car,0.410,2,1388,324,1444,370,No,,,,,,
1233,car,0.452,7,1463,323,1513,380,No,,,,,,
1233,car,0.734,8,1135,310,1211,367,No,,,,,,
1234,person,0.801,6,240,247,328,477,No,,,,,,
1234,car,0.432,3,1429,323,1510,379,No,,,,,,
1234,car,0.503,4,1386,325,1435,361,No,,,,,,
1234,car,0.456,1,1303,319,1345,348,No,,,,,,
1234,car,0.576,5,1363,323,1396,356,No,,,,,,
1234,car,0.423,2,1388,324,1444,370,No,,,,,,
1234,car,0.444,7,1465,323,1513,380,No,,,,,,
1235,person,0.797,6,244,246,330,479,No,,,,,,
1235,car,0.437,3,1428,323,1510,379,No,,,,,,
1235,car,0.498,4,1386,325,1435,361,No,,,,,,
1235,car,0.469,1,1303,319,1345,348,No,,,,,,
1235,car,0.572,5,1363,323,1396,356,No,,,,,,
1235,car,0.427,2,1388,324,1444,370,No,,,,,,
1235,car,0.429,7,1465,324,1513,380,No,,,,,,
1235,car,0.769,8,1130,310,1210,369,No,,,,,,
1236,person,0.781,6,246,246,329,478,No,,,,,,
1236,car,0.432,3,1428,323,1510,379,No,,,,,,
1236,car,0.479,4,1386,325,1436,362,No,,,,,,
1236,car,0.454,1,1303,319,1345,348,No,,,,,,
1236,car,0.570,5,1362,323,1396,356,No,,,,,,
1236,car,0.407,2,1388,324,1446,370,No,,,,,,
1236,car,0.418,7,1464,324,1513,380,No,,,,,,
1237,person,0.719,6,249,249,330,477,No,,,,,,
1237,car,0.430,3,1429,323,1510,379,No,,,,,,
1237,car,0.490,4,1385,325,1435,362,No,,,,,,
1237,car,0.468,1,1303,319,1345,348,No,,,,,,
1237,car,0.566,5,1360,323,1396,356,No,,,,,,
1237,car,0.435,2,1387,324,1445,370,No,,,,,,
1237,car,0.440,7,1465,324,1513,380,No,,,,,,
1238,person,0.757,6,253,251,333,477,No,,,,,,
1238,car,0.436,3,1428,324,1513,380,No,,,,,,
1238,car,0.488,4,1385,325,1436,362,No,,,,,,
1238,car,0.455,1,1303,320,1344,348,No,,,,,,
1238,car,0.564,5,1361,323,1396,356,No,,,,,,
1238,car,0.430,2,1387,324,1445,371,No,,,,,,
1238,car,0.436,7,1465,324,1513,380,No,,,,,,
1238,car,0.808,8,1125,310,1210,371,No,,,,,,
1239,person,0.777,6,256,252,336,476,No,,,,,,
1239,car,0.424,3,1429,324,1514,380,No,,,,,,
1239,car,0.480,4,1385,325,1436,362,No,,,,,,
1239,car,0.457,1,1303,320,1345,348,No,,,,,,
1239,car,0.555,5,1360,323,1397,356,No,,,,,,
1239,car,0.459,2,1387,324,1444,371,No,,,,,,
1239,car,0.439,7,1464,324,1513,381,No,,,,,,
1240,person,0.802,6,259,253,338,474,No,,,,,,
1240,car,0.437,3,1429,324,1514,381,No,,,,,,
1240,car,0.476,4,1385,325,1436,362,No,,,,,,
1240,car,0.451,1,1303,320,1345,349,No,,,,,,
1240,car,0.547,5,1361,323,1397,356,No,,,,,,
1240,car,0.446,2,1387,324,1444,371,No,,,,,,
1240,car,0.440,7,1464,324,1513,381,No,,,,,,
1241,person,0.824,6,264,253,340,472,No,,,,,,
1241,car,0.442,3,1430,324,1514,381,No,,,,,,
1241,car,0.477,4,1386,325,1436,362,No,,,,,,
1241,car,0.452,1,1303,320,1345,349,No,,,,,,
1241,car,0.548,5,1360,323,1397,356,No,,,,,,
1241,car,0.464,2,1388,324,1444,371,No,,,,,,
1241,car,0.471,7,1464,324,1513,381,No,,,,,,
1242,person,0.846,6,269,250,344,470,No,,,,,,
1242,car,0.444,3,1430,324,1514,381,No,,,,,,
1242,car,0.474,4,1386,325,1436,362,No,,,,,,
1242,car,0.443,1,1303,320,1345,349,No,,,,,,
1242,car,0.547,5,1360,323,1397,356,No,,,,,,
1242,car,0.463,2,1387,324,1444,371,No,,,,,,
1242,car,0.482,7,1464,324,1513,381,No,,,,,,
1243,person,0.855,6,274,247,346,469,No,,,,,,
1243,car,0.438,3,1431,325,1514,381,No,,,,,,
1243,car,0.472,4,1385,325,1436,362,No,,,,,,
1243,car,0.541,5,1361,323,1397,356,No,,,,,,
1243,car,0.459,2,1388,324,1444,371,No,,,,,,
1243,car,0.488,7,1465,324,1513,381,No,,,,,,
1244,person,0.846,6,277,246,352,468,No,,,,,,
1244,car,0.456,3,1430,324,1514,381,No,,,,,,
1244,car,0.459,4,1386,325,1436,362,No,,,,,,
1244,car,0.537,5,1360,323,1397,356,No,,,,,,
1244,car,0.443,2,1388,324,1444,371,No,,,,,,
1244,car,0.466,7,1461,324,1513,381,No,,,,,,
1245,person,0.814,6,281,249,357,467,No,,,,,,
1245,car,0.453,3,1430,324,1514,381,No,,,,,,
1245,car,0.463,4,1385,325,1436,363,No,,,,,,
1245,car,0.542,5,1358,323,1396,356,No,,,,,,
1245,car,0.464,2,1388,324,1445,371,No,,,,,,
1245,car,0.486,7,1461,324,1513,381,No,,,,,,
1246,person,0.803,6,283,247,368,467,No,,,,,,
1246,car,0.472,3,1430,324,1514,381,No,,,,,,
1246,car,0.469,4,1385,325,1436,362,No,,,,,,
1246,car,0.447,1,1301,320,1345,350,No,,,,,,
1246,car,0.542,5,1357,323,1396,356,No,,,,,,
1246,car,0.454,2,1388,324,1445,371,No,,,,,,
1246,car,0.470,7,1459,323,1513,381,No,,,,,,
1247,person,0.795,6,285,250,372,468,No,,,,,,
1247,car,0.493,3,1430,323,1514,381,No,,,,,,
1247,car,0.468,4,1385,325,1437,362,No,,,,,,
1247,car,0.445,1,1302,320,1345,350,No,,,,,,
1247,car,0.544,5,1358,323,1397,356,No,,,,,,
1247,car,0.457,2,1388,324,1446,371,No,,,,,,
1247,car,0.386,7,1465,323,1513,382,No,,,,,,
1247,car,0.330,9,1428,324,1474,376,No,,,,,,
1248,person,0.810,6,287,249,373,467,No,,,,,,
1248,car,0.513,3,1431,323,1514,381,No,,,,,,
1248,car,0.466,4,1385,325,1437,362,No,,,,,,
1248,car,0.454,1,1302,320,1345,350,No,,,,,,
1248,car,0.560,5,1358,323,1397,356,No,,,,,,
1248,car,0.461,2,1388,324,1445,371,No,,,,,,
1248,car,0.420,7,1466,322,1514,383,No,,,,,,
1248,car,0.336,9,1429,324,1474,377,No,,,,,,
1249,person,0.793,6,290,251,371,467,No,,,,,,
1249,car,0.547,3,1429,322,1513,381,No,,,,,,
1249,car,0.470,4,1384,324,1435,361,No,,,,,,
1249,car,0.440,1,1302,321,1346,349,No,,,,,,
1249,car,0.569,5,1359,322,1396,356,No,,,,,,
1249,car,0.372,2,1387,323,1446,370,No,,,,,,
1249,car,0.390,9,1429,324,1484,377,No,,,,,,
1250,person,0.795,6,291,251,372,467,No,,,,,,
1250,car,0.489,3,1430,322,1510,381,No,,,,,,
1250,car,0.476,4,1384,324,1436,361,No,,,,,,
1250,car,0.445,1,1302,320,1346,348,No,,,,,,
1250,car,0.575,5,1355,322,1396,356,No,,,,,,
1250,car,0.427,2,1387,323,1445,370,No,,,,,,
1250,car,0.347,9,1429,323,1488,376,No,,,,,,
1251,person,0.782,6,291,251,379,469,No,,,,,,
1251,car,0.496,3,1430,322,1508,381,No,,,,,,
1251,car,0.485,4,1384,324,1436,361,No,,,,,,
1251,car,0.455,1,1298,320,1345,348,No,,,,,,
1251,car,0.582,5,1354,322,1396,356,No,,,,,,
1251,car,0.414,2,1387,323,1444,370,No,,,,,,
1251,car,0.322,7,994,305,1075,343,No,,,,,,
1252,person,0.771,6,295,252,376,469,No,,,,,,
1252,car,0.457,3,1431,322,1507,381,No,,,,,,
1252,car,0.473,4,1384,324,1435,361,No,,,,,,
1252,car,0.447,1,1297,320,1345,347,No,,,,,,
1252,car,0.582,5,1353,322,1396,356,No,,,,,,
1252,car,0.410,2,1387,323,1444,370,No,,,,,,
1252,car,0.309,7,994,304,1076,342,No,,,,,,
1253,person,0.746,6,297,250,376,465,No,,,,,,
1253,car,0.416,3,1430,323,1511,381,No,,,,,,
1253,car,0.465,4,1384,324,1436,361,No,,,,,,
1253,car,0.446,1,1296,320,1344,347,No,,,,,,
1253,car,0.576,5,1353,323,1395,356,No,,,,,,
